ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
47749,43436,Mason Devan,51,5,3,5,2
47750,43437,Qabil Brar,46,1,3,3,3
47751,43438,Oliver Bali,38,7,6,1,3
47752,43439,Yuvraj Wason,38,4,7,5,2
47753,43440,Yutika Pau,55,4,7,5,3
47754,43441,Onveer Mitter,19,7,2,1,3
47755,43442,Chakradev Puri,70,1,3,2,3
47756,43443,Dalbir Prabhu,63,3,3,3,2
47757,43444,Damini Rana,61,6,7,1,3
47758,43445,Chandran Brar,71,7,5,1,3
47759,43446,Chatresh Barad,70,2,6,3,2
47760,43447,Eshana Master,61,6,2,5,2
47761,43448,Indira Solanki,25,8,4,5,3
47762,43448,Tanmayi Chacko,29,7,4,1,3
47763,43449,Kashish Narula,58,2,6,2,1
47764,43450,Shivansh Sahni,38,5,2,1,3
47765,43451,Panini Patel,64,1,6,3,1
47766,43452,Shivani Hari,67,3,3,5,3
47767,43453,Nisha Suresh,39,8,2,5,1
47768,43454,Brinda Vora,46,7,6,1,2
47769,43454,Ekaja Peri,72,3,7,2,1
47770,43455,Jhalak Gokhale,74,1,1,5,3
47771,43456,Chasmum Sachdev,52,5,6,1,1
47772,43457,Kala Bawa,24,4,1,5,3
47773,43458,Hemal Raghavan,48,7,6,1,1
47774,43459,Raghav Borra,36,7,1,5,2
47775,43460,Yagnesh Kaul,64,8,1,2,2
47776,43461,Chanakya Saran,64,2,6,5,3
47777,43462,Anmol Krishnamurthy,70,9,3,1,1
47778,43463,Manan Bhandari,60,6,7,2,1
47779,43464,Owen Amble,33,8,1,4,3
47780,43465,Rachita Sethi,54,5,2,4,2
47781,43466,Rachit Ray,32,5,1,5,1
47782,43467,Oviya Date,58,9,3,4,3
47783,43468,Max Shanker,44,6,7,4,3
47784,43469,Zayyan Bal,43,2,7,5,1
47785,43470,Ijaya Prabhu,61,9,5,3,2
47786,43471,Leela Aurora,60,5,4,1,2
47787,43472,Anamika Nazareth,61,4,3,1,1
47788,43473,Dhriti Borra,26,5,7,1,1
47789,43474,Andrew Prakash,65,3,1,4,2
47790,43475,Rachit Narayanan,62,4,5,4,3
47791,43476,Falak Salvi,60,2,7,2,3
47792,43477,Dalaja Narayanan,46,9,3,3,3
47793,43478,Sneha Vohra,66,7,3,1,2
47794,43479,Chatura Hayer,49,9,1,2,3
47795,43480,Arunima Patil,57,7,1,1,1
47796,43480,Faris Tailor,43,7,6,5,3
47797,43481,Wakeeta Barman,65,5,2,5,2
47798,43482,Darsh Sheth,56,2,5,4,3
47799,43483,Adweta Uppal,55,2,2,2,2
47800,43484,Rachit Chowdhury,60,3,4,1,1
47801,43485,Oscar Om,26,1,5,1,3
47802,43486,Saanvi Mannan,37,2,2,5,1
47803,43487,Fitan Sarin,64,4,6,4,1
47804,43488,Tejas Pal,61,1,3,5,1
47805,43488,Faraj Sehgal,42,8,4,1,1
47806,43489,Chanakya Singhal,55,1,4,5,3
47807,43490,Maanas Bose,29,2,6,3,1
47808,43490,Devansh Shanker,22,4,2,5,1
47809,43491,Robert Varkey,69,2,4,1,2
47810,43491,Maanav Nagy,66,6,4,4,2
47811,43492,Amruta Joshi,19,1,1,2,2
47812,43493,Abhimanyu Shenoy,47,5,5,5,2
47813,43494,Nicholas Palla,59,3,7,5,3
47814,43495,Xiti Nayak,36,8,2,4,3
47815,43496,Nakul Balan,36,6,7,5,2
47816,43497,Dalaja Minhas,29,8,4,3,1
47817,43498,Vaishnavi Bansal,23,1,6,1,1
47818,43498,Fitan Sha,33,6,2,1,3
47819,43499,Aayush Dasgupta,59,2,5,5,1
47820,43500,Teerth Chawla,39,1,7,2,1
47821,43500,Avi Mahal,62,4,5,3,2
47822,43501,Fariq Master,50,3,4,2,3
47823,43502,Bhavika Kala,36,3,5,2,3
47824,43503,Pavani Datta,66,8,6,2,2
47825,43504,Anthony Rajagopal,35,8,6,2,2
47826,43504,Hiral Majumdar,18,3,1,5,3
47827,43505,Ekalinga Ray,66,4,1,3,1
47828,43506,Samarth Gupta,63,9,5,3,3
47829,43507,Jason Shenoy,62,8,6,2,3
47830,43508,Darsh Acharya,33,9,2,3,1
47831,43509,Oeshi Vyas,67,5,5,4,3
47832,43510,Hardik Sinha,33,3,6,2,1
47833,43511,Riya Borah,56,8,3,1,1
47834,43512,Ati Goel,32,2,4,3,3
47835,43513,Vedant Randhawa,39,9,3,3,3
47836,43514,Prisha Dani,32,4,2,5,1
47837,43515,Aachal Sampath,40,7,7,1,1
47838,43516,Advika Gopal,64,4,4,3,1
47839,43517,Ethan Merchant,63,5,5,3,3
47840,43518,Peter Mane,66,6,1,2,1
47841,43519,Simon Bhandari,20,6,4,1,3
47842,43520,Maanav Mitter,63,6,7,4,2
47843,43521,Darpan Gara,73,1,3,3,1
47844,43522,Anamika Sem,63,4,7,1,2
47845,43523,Rachana Sheth,70,3,3,1,1
47846,43524,Dev Venkatesh,33,2,2,2,2
47847,43525,Fiyaz Tank,47,9,7,1,1
47848,43526,Hritik Narang,71,2,1,3,3
47849,43526,Vyanjana Bedi,30,6,6,5,2
47850,43527,Frado Goyal,74,3,2,4,3
47851,43527,Nikita Ray,28,6,5,3,2
47852,43528,Oliver Gola,32,3,2,4,2
47853,43529,Shivani Kashyap,32,4,5,2,3
47854,43530,Tripti Tripathi,56,5,4,3,3
47855,43531,Upma Karpe,23,7,3,3,3
47856,43532,Chaitanya Yohannan,52,3,2,1,3
47857,43533,Vidhi Rajagopalan,28,4,6,1,1
47858,43534,Ekaraj Chaudry,31,5,5,5,2
47859,43535,Sneha Shankar,34,5,2,2,2
47860,43536,Yauvani Kurian,36,9,5,1,1
47861,43537,Arunima Pandya,21,3,7,5,1
47862,43538,Jairaj Sandhu,65,4,3,2,1
47863,43538,Theodore Sehgal,44,7,7,3,3
47864,43539,Ishani Chada,31,4,5,1,1
47865,43540,Gabriel Natt,49,2,7,1,3
47866,43541,Lohit Dasgupta,52,4,2,4,2
47867,43542,Amara Madan,47,3,7,1,1
47868,43543,Eesha Kakar,28,3,6,4,2
47869,43544,Aadi Choudhary,49,1,4,2,2
47870,43545,Zehaan Raja,20,4,3,3,1
47871,43546,Vedhika Kara,63,8,2,1,3
47872,43547,Dalbir Gupta,53,7,7,1,1
47873,43548,Ganga Purohit,67,4,3,4,2
47874,43549,Chatresh Bhat,55,1,6,4,3
47875,43550,Bina Venkataraman,65,2,7,4,2
47876,43551,Isaiah Panchal,47,8,6,3,3
47877,43552,Christopher Wali,51,4,2,4,3
47878,43553,Atharv Panchal,58,8,5,2,1
47879,43554,Hritik Dixit,41,3,4,5,1
47880,43555,Tanish Tak,53,3,5,3,3
47881,43556,Irya Mahajan,50,3,3,5,3
47882,43557,Maya Mohanty,63,4,2,5,3
47883,43558,Ekbal Bhalla,39,5,4,2,2
47884,43558,Warjas Jain,58,4,2,2,1
47885,43559,Daksha Dalal,34,8,5,5,2
47886,43560,Mekhala Sahni,51,9,5,2,2
47887,43561,Chaitaly Deep,52,9,4,3,3
47888,43562,Tanay Bhargava,20,6,1,4,2
47889,43563,Isaiah Bose,74,3,7,1,2
47890,43564,Banjeet Prabhu,73,8,6,4,1
47891,43565,Faraj Date,35,4,6,5,2
47892,43566,Sudiksha Handa,55,5,6,2,1
47893,43567,Bhavini Bhakta,46,7,7,1,1
47894,43568,Sai Peri,37,1,1,2,2
47895,43569,Gagan Nadkarni,71,7,5,2,1
47896,43570,Nilima Golla,62,3,5,1,3
47897,43571,Hemangini Venkataraman,21,5,5,3,3
47898,43572,Shivani Jhaveri,45,4,3,5,2
47899,43573,Abdul Rau,62,8,7,3,2
47900,43574,Guneet Agarwal,65,9,6,4,3
47901,43575,Saksham Balan,48,6,1,1,1
47902,43576,Hemal Dey,56,9,7,2,3
47903,43577,Gabriel Oza,21,3,7,3,2
47904,43578,Charles Shukla,26,7,5,4,3
47905,43579,Yuvraj Ganesan,74,6,1,1,2
47906,43580,Neel Kapoor,54,3,1,1,2
47907,43581,Pahal Bal,24,7,1,5,2
47908,43582,Aahana Roy,69,6,3,4,1
47909,43583,Lakshmi Bhalla,43,6,6,5,1
47910,43584,Faraj Seth,55,6,6,1,1
47911,43585,Oliver Ray,44,2,3,1,3
47912,43586,Lopa Varty,50,4,3,5,2
47913,43587,Nachiket Kar,46,1,3,2,1
47914,43588,Vasudha Kala,75,3,1,1,2
47915,43589,Rajeshri Dhar,29,8,6,5,1
47916,43589,Yuvraj Chaudhuri,40,8,4,3,2
47917,43590,Eesha Bail,70,5,7,3,1
47918,43591,Sarthak Shan,68,8,6,4,2
47919,43592,Kevin Sura,58,7,2,3,2
47920,43593,Nimrat Srinivasan,64,7,3,4,2
47921,43594,Bhavani Kibe,67,6,4,2,1
47922,43594,Krish Patil,51,9,2,3,3
47923,43595,Maanas Gupta,56,5,1,1,2
47924,43595,Ayushman Chawla,38,9,3,2,2
47925,43596,Rushil Bhargava,75,9,1,5,2
47926,43597,Vaishnavi Saraf,22,1,2,5,1
47927,43598,Hardik D’Alia,29,1,5,3,2
47928,43599,Zashil Chaudhari,64,7,6,1,2
47929,43600,Triveni Banerjee,24,8,4,5,2
47930,43601,Jairaj Narain,71,1,2,4,1
47931,43602,Frado Choudhry,30,9,3,2,3
47932,43603,Prisha Deol,18,3,5,1,1
47933,43604,Bhavani Brar,59,4,1,3,3
47934,43605,Leena Batra,74,5,1,1,1
47935,43606,Yagnesh Shukla,63,9,3,2,1
47936,43607,Vasatika Dixit,43,7,2,3,1
47937,43608,Aarav Bumb,58,1,6,5,3
47938,43609,Vaishnavi Iyer,59,8,7,4,3
47939,43610,Ekbal Bala,50,4,5,3,2
47940,43611,Devika Saha,64,3,6,1,3
47941,43612,Garima Basak,24,5,1,3,3
47942,43613,Dipta D’Alia,25,6,6,1,1
47943,43614,Rehaan Mohanty,46,8,2,3,3
47944,43615,Theodore Sodhi,35,5,6,4,1
47945,43616,Dayamai Goda,61,1,5,1,2
47946,43617,Dayamai Wagle,48,4,1,2,3
47947,43618,Pallavi Wali,59,8,6,1,3
47948,43619,Keya Luthra,42,2,6,4,1
47949,43619,Anmol Tak,55,1,4,2,2
47950,43620,Reyansh Biswas,48,8,4,1,3
47951,43621,Saksham Ahluwalia,74,8,3,2,1
47952,43622,Shaurya Mitter,50,8,4,5,1
47953,43623,Orinder Kunda,65,4,5,5,1
47954,43624,Jhalak Munshi,49,4,1,4,3
47955,43625,Geetika Andra,48,2,5,1,3
47956,43626,Wishi Sha,66,7,5,4,2
47957,43627,Geetika De,60,3,2,4,2
47958,43628,George Dixit,58,5,4,1,1
47959,43629,Eesha Kara,30,7,4,4,1
47960,43630,Ayaan Malhotra,58,2,3,3,2
47961,43631,Damyanti Handa,28,6,5,1,2
47962,43632,Kalpit Lala,39,8,7,2,3
47963,43633,Vedant Pandya,49,9,6,2,2
47964,43634,Caleb Tailor,44,8,7,2,2
47965,43635,Parth Ben,58,3,3,5,2
47966,43636,Zashil Mishra,30,1,6,2,3
47967,43637,Arunima Vohra,50,4,2,5,1
47968,43638,Brijesh Ramachandran,21,2,1,4,1
47969,43639,Gaurika Raman,33,4,3,4,2
47970,43640,Saanvi Lal,66,3,3,2,3
47971,43641,Samar Bains,53,3,7,1,3
47972,43642,Upma Maharaj,63,9,7,5,1
47973,43643,Aditya Sibal,33,4,3,5,3
47974,43644,Farhan Bhatia,48,1,6,1,3
47975,43645,Avi Arya,42,7,5,5,2
47976,43646,Xiti Bava,24,2,5,4,1
47977,43647,Jack Pillai,60,1,5,4,2
47978,43648,Triveni Mitter,71,4,3,1,1
47979,43649,Ekaja Rai,65,7,4,2,3
47980,43650,Darpan Bansal,24,6,7,3,1
47981,43651,Rachita Khanna,49,6,4,5,1
47982,43652,Naksh Bassi,20,2,4,5,1
47983,43653,Ranbir Choudhury,39,4,6,2,3
47984,43654,Amruta Saran,58,8,5,2,3
47985,43655,Charvi Ahuja,60,8,3,4,2
47986,43656,Anmol Merchant,56,6,4,1,1
47987,43657,Pratyush Sahni,20,5,5,1,3
47988,43658,Hemani Vyas,44,5,4,2,2
47989,43659,Gautam Dave,28,4,6,5,1
47990,43660,Diya Dass,70,1,2,5,3
47991,43661,Hritik Lala,66,5,4,1,2
47992,43662,Dhriti Sule,40,2,2,4,3
47993,43663,Umang Wable,68,3,7,5,3
47994,43664,Neha Roy,40,7,6,2,2
47995,43664,Dalaja Choudhary,24,3,3,5,1
47996,43665,Anthony Jani,39,2,2,1,3
47997,43666,Upadhriti Divan,59,7,3,1,2
47998,43667,Gopal Srinivas,35,4,6,1,1
47999,43668,Harrison Guha,68,5,3,3,1
48000,43668,Yadavi Dhawan,28,8,2,3,1
48001,43669,Dakshesh Krish,19,6,5,4,1
48002,43670,Victor Solanki,55,2,1,4,1
48003,43671,Samaksh Parsa,42,6,2,3,2
48004,43672,Turvi Lala,73,2,2,4,1
48005,43673,Ekbal Lad,54,2,3,1,1
48006,43674,Unnati Bali,44,6,7,5,3
48007,43675,Ishaan Deo,18,9,1,4,2
48008,43676,Jagat Sura,45,5,1,5,3
48009,43677,Vinaya Patla,58,7,3,4,1
48010,43678,Janya Mukhopadhyay,41,9,7,4,3
48011,43679,Vihaan Kala,56,7,2,2,1
48012,43679,Edhitha Mitra,36,3,5,5,2
48013,43680,Tanvi Dhillon,21,5,5,3,3
48014,43681,Neel Sabharwal,61,9,6,4,1
48015,43682,William Hegde,34,2,1,1,2
48016,43683,Anirudh Dixit,23,2,7,4,2
48017,43684,Garima Seth,52,6,2,3,2
48018,43684,Dalaja Sridhar,25,5,5,3,2
48019,43685,Vincent Patla,54,8,4,3,3
48020,43686,Vinaya Balay,63,4,2,5,3
48021,43687,Barkha Tailor,69,1,7,4,3
48022,43688,Arjun Mand,64,5,2,2,1
48023,43689,Oeshi Das,27,7,6,4,3
48024,43690,Banjeet Lad,23,5,6,5,2
48025,43691,Chaitaly Anand,41,9,7,4,3
48026,43692,Aayush Bassi,58,6,5,1,3
48027,43692,Ethan Sharma,47,1,7,5,2
48028,43693,Gagan Nagi,39,4,2,4,1
48029,43694,Ryan Mitra,40,4,4,2,1
48030,43695,Zehaan Gulati,22,9,1,5,3
48031,43696,Praneel Jain,39,8,6,5,1
48032,43697,Kritika Kant,51,3,5,4,3
48033,43698,Aradhana Mahajan,26,7,1,3,2
48034,43699,Yash Kanda,32,7,7,5,1
48035,43699,Lohit Dada,41,6,5,2,2
48036,43700,Quincy Khare,68,3,1,4,1
48037,43701,Neha Bawa,35,1,2,4,2
48038,43702,Pooja Vaidya,60,3,4,1,2
48039,43703,Yatan Chawla,38,8,1,4,2
48040,43704,Yachana Tank,68,8,2,1,1
48041,43705,Jagat Bobal,75,4,3,3,1
48042,43706,Wahab Malhotra,69,3,7,5,3
48043,43707,Yasti Chhabra,55,2,6,3,2
48044,43708,Aarav Mohanty,70,4,2,4,1
48045,43709,Liam Shenoy,55,9,5,2,3
48046,43709,Anika Dugar,20,9,3,1,1
48047,43710,Omya Barman,71,4,7,3,1
48048,43711,Leela Doctor,48,7,7,5,3
48049,43712,Rachita Varty,63,8,5,5,2
48050,43713,Harish Virk,56,1,3,3,3
48051,43714,Kevin Bhatt,42,3,7,1,1
48052,43715,Anay Manda,72,3,1,4,2
48053,43716,Forum Karan,30,5,1,4,1
48054,43717,Maya Srivastava,67,1,5,4,1
48055,43718,Dominic Sahni,18,2,2,1,1
48056,43719,Aashi Babu,64,3,7,5,3
48057,43720,Ryan Vora,74,6,2,3,2
48058,43721,Dev Lalla,66,1,2,1,3
48059,43722,Jagrati Dash,44,6,5,3,1
48060,43723,Nikita Mukhopadhyay,28,2,5,3,2
48061,43724,Nikita Modi,51,3,3,2,2
48062,43725,Siya Kala,49,5,6,1,2
48063,43726,Niharika Narayanan,21,9,5,5,2
48064,43727,Yashawini Parekh,33,7,3,4,1
48065,43728,Praneel Rattan,36,3,5,2,2
48066,43729,Advay Shanker,49,7,6,1,3
48067,43729,Aarnav Rajagopal,47,9,6,2,1
48068,43730,Chakrika Padmanabhan,59,9,6,3,2
48069,43731,Amrita Purohit,32,8,2,3,3
48070,43732,Amol Divan,33,9,7,5,1
48071,43733,Omisha Loke,73,6,6,4,1
48072,43733,Adya Prabhu,25,2,6,3,2
48073,43734,Gagan Gulati,72,8,5,1,3
48074,43735,Theodore Bandi,37,4,6,1,1
48075,43736,Logan Srivastava,73,6,6,4,2
48076,43737,Samuel Gokhale,74,4,3,5,2
48077,43737,Abeer Sankaran,22,9,7,3,1
48078,43738,Anamika Bera,56,5,7,5,2
48079,43739,Nakul Badami,42,3,4,2,3
48080,43740,Xalak Gola,31,1,6,3,3
48081,43741,Hritik Bala,34,5,3,4,2
48082,43742,Wazir Maharaj,30,7,5,2,3
48083,43743,Rachita Patil,69,9,7,3,3
48084,43744,Arjun Samra,67,6,1,5,2
48085,43745,Ranbir Parikh,65,4,3,2,3
48086,43746,Bhavya Sama,33,4,3,2,3
48087,43747,Gabriel Borah,52,5,4,5,3
48088,43748,Wazir Varty,32,7,2,2,3
48089,43749,Hiral Kade,65,3,6,5,2
48090,43750,Guneet Deo,48,6,7,1,3
48091,43750,Chatura Som,46,4,3,3,2
48092,43751,Warinder Barad,71,7,1,4,3
48093,43752,Wyatt Basu,48,9,6,5,2
48094,43753,Zansi Acharya,29,1,1,2,1
48095,43754,Gauri Dube,75,6,2,3,2
48096,43755,Om Sarin,32,9,1,1,2
48097,43756,Harrison Natarajan,30,2,5,5,2
48098,43757,Bakhshi Krishna,29,7,4,1,1
48099,43758,Falan Sur,33,5,1,2,1
48100,43759,Chatresh Malhotra,74,9,6,5,3
48101,43760,Ojas Dave,64,1,4,5,1
48102,43761,Pavani Ravel,56,1,7,3,3
48103,43762,Fariq Wali,68,9,1,2,1
48104,43762,Krishna Karan,39,2,5,5,1
48105,43763,Hitesh Madan,51,6,4,3,1
48106,43764,Dipta Gole,32,3,7,4,2
48107,43765,Gaurav Saraf,22,6,1,2,3
48108,43766,Yashawini Chand,21,6,1,5,1
48109,43767,Urvashi Kibe,48,7,1,1,2
48110,43768,Arunima Khare,70,6,5,2,1
48111,43768,Hritik Mital,54,8,1,1,3
48112,43769,Samaksh Chaudry,26,3,1,3,1
48113,43770,Balveer Nanda,58,3,1,2,2
48114,43771,Janaki Devan,61,8,7,1,2
48115,43771,Harrison Patel,71,8,1,3,1
48116,43772,Harita Gade,48,5,1,3,1
48117,43773,Gautami Zachariah,48,9,7,4,1
48118,43773,Netra Sunder,46,5,4,5,3
48119,43774,Balhaar Jha,43,4,3,4,3
48120,43775,Sara Luthra,62,9,7,5,2
48121,43776,Barkha Rana,55,3,7,5,1
48122,43777,Neha Bobal,25,8,3,4,1
48123,43778,Radhika Bhalla,31,1,2,1,1
48124,43779,Vinaya Boase,36,1,1,4,3
48125,43780,Imaran Dewan,18,8,1,4,3
48126,43781,Nachiket Jaggi,41,3,5,1,2
48127,43782,Ishani Lanka,68,4,6,2,3
48128,43783,Aarav Kapoor,73,9,7,4,1
48129,43784,Qasim Bava,30,9,7,3,2
48130,43785,Riya Mani,40,9,5,3,2
48131,43785,Harrison Lal,42,4,5,3,1
48132,43786,Pushti Choudhury,41,4,1,1,3
48133,43787,Arunima Lad,52,4,5,3,1
48134,43788,Rishi Varghese,39,4,7,5,2
48135,43788,Yoshita Lalla,66,4,7,5,3
48136,43789,Madhav Atwal,48,8,2,4,3
48137,43790,Chandani Som,33,4,6,2,1
48138,43791,Warjas Khurana,37,5,5,1,2
48139,43791,Yatan Swaminathan,31,7,1,5,2
48140,43792,Anirudh Dass,58,1,3,4,1
48141,43793,Bhavani Naidu,30,7,2,2,1
48142,43794,Omkaar Sahota,60,3,1,5,2
48143,43795,Arunima Contractor,45,2,1,1,2
48144,43795,Unnati Mahal,71,4,6,5,3
48145,43796,Qushi Halder,32,1,4,2,2
48146,43797,Advaith Kumer,24,6,1,3,1
48147,43798,Faraj Nagy,70,6,4,3,3
48148,43799,Chandani Mistry,39,6,3,5,3
48149,43799,Damyanti Loyal,66,5,6,2,2
48150,43800,Nachiket Kumar,38,1,3,5,2
48151,43800,Zansi Seshadri,37,4,4,3,1
48152,43801,Ganga Mukherjee,46,8,2,2,2
48153,43802,Amol Rastogi,67,2,6,2,2
48154,43803,Kevin Pant,30,9,5,5,3
48155,43804,Odika Srivastava,20,9,4,1,1
48156,43805,Luke Mody,59,6,2,4,3
48157,43806,Manan Anand,22,3,4,4,3
48158,43807,Orinder Bath,31,5,3,4,1
48159,43808,Krishna Jain,57,2,5,3,1
48160,43809,Gautami Radhakrishnan,48,7,6,1,2
48161,43810,Hemani Singh,62,1,2,1,3
48162,43811,Sara Deep,19,7,3,3,2
48163,43812,Rohan Sangha,45,5,6,3,3
48164,43813,Wazir Dave,62,5,2,5,3
48165,43814,Abhiram Yadav,57,7,1,3,2
48166,43815,Darsh Buch,24,4,2,2,2
48167,43816,Aashi Salvi,40,9,6,4,1
48168,43817,Naksh Rama,52,4,7,4,3
48169,43818,Advik Chana,35,1,2,4,3
48170,43819,Bhavani Thaker,72,2,6,5,2
48171,43820,Bimala Divan,29,3,4,1,1
48172,43821,Tara Mitra,62,2,7,4,1
48173,43822,Samuel Bhasin,49,3,6,3,2
48174,43823,Gopal Kala,25,4,1,3,3
48175,43824,Irya Kaul,66,6,3,4,2
48176,43825,Nathaniel Sachdeva,74,1,7,1,2
48177,43826,Umang Sami,19,1,3,4,3
48178,43827,Rajeshri Chacko,71,3,1,1,3
48179,43828,Chandresh Prabhakar,19,7,1,3,1
48180,43829,Aarav Narasimhan,62,8,4,1,1
48181,43830,Ayaan Shukla,54,5,2,5,3
48182,43831,Dayamai Sathe,69,1,3,5,3
48183,43832,Reyansh Basak,52,8,6,5,2
48184,43833,Rayaan Mohan,54,8,4,1,2
48185,43834,Pratyush Varma,51,5,5,5,2
48186,43835,Samesh Subramaniam,52,7,6,1,1
48187,43836,Ikshita Dhingra,29,5,2,4,1
48188,43837,Tripti Chana,70,6,5,1,1
48189,43838,Raagini Hayre,46,8,5,2,3
48190,43839,Arunima Khosla,59,8,4,1,1
48191,43840,Jacob Patel,43,5,5,3,1
48192,43841,Azaan Rattan,68,8,5,4,2
48193,43842,Agastya Chaudhry,26,6,4,5,2
48194,43843,Chameli Chatterjee,58,7,7,1,2
48195,43844,Krishna Mohanty,60,5,2,3,2
48196,43845,Madhav Koshy,47,4,3,3,2
48197,43846,Harini Raghavan,72,6,5,2,2
48198,43847,Bahadurjit Narula,71,5,4,3,1
48199,43848,Ganga Basu,33,6,2,3,3
48200,43849,Zinal Nazareth,23,6,3,5,2
48201,43850,Falguni Pathak,33,4,1,2,2
48202,43851,Saanvi Brar,39,5,7,3,3
48203,43852,Arin Sane,42,7,7,2,3
48204,43852,Amrita Vohra,50,6,5,3,1
48205,43853,Vyanjana Lall,46,5,3,4,2
48206,43854,Aadhya Aggarwal,30,9,7,2,2
48207,43855,Yash Tandon,67,5,4,4,3
48208,43856,Mitali More,65,9,7,2,3
48209,43857,Neha Malhotra,68,4,1,2,1
48210,43858,Chaitanya Modi,27,2,6,3,2
48211,43859,Advika Issac,62,6,2,3,3
48212,43860,Vedhika Kapoor,20,6,2,2,3
48213,43861,Aarini Borra,39,8,1,5,1
48214,43862,Nihal Ramachandran,51,5,2,1,1
48215,43863,Janaki Venkatesh,53,4,5,2,2
48216,43864,Aarav Bhardwaj,70,7,6,3,3
48217,43865,Neelima Madan,51,4,1,3,1
48218,43866,Samaksh Pingle,39,3,1,5,2
48219,43867,Janya Munshi,34,9,5,5,2
48220,43867,Urmi Desai,47,7,3,2,3
48221,43868,Aahana Chawla,21,3,2,2,2
48222,43869,Samarth Chokshi,73,2,3,5,2
48223,43870,Yashica Ahuja,46,4,4,1,3
48224,43871,Dominic Ratta,63,6,5,4,3
48225,43872,Andrew Dass,30,4,4,4,2
48226,43873,Nitesh Memon,27,9,6,2,3
48227,43874,Ati Gopal,31,1,2,4,2
48228,43875,Dalaja Tiwari,61,1,5,1,1
48229,43876,Anthony Chanda,72,9,3,4,1
48230,43877,Chameli Chaudhry,55,7,7,2,1
48231,43878,Tarak Nayar,45,5,7,4,2
48232,43879,Ranveer Bala,58,9,7,4,2
48233,43880,Ekaja Apte,61,5,6,5,2
48234,43881,Idika Nagi,74,9,5,3,1
48235,43882,Advik Magar,22,5,7,5,2
48236,43883,Hamsini Nagi,50,1,7,3,2
48237,43884,Nikita Sarkar,68,5,4,3,1
48238,43885,Anusha Saran,18,2,4,4,3
48239,43886,Wahab Basak,26,8,1,2,1
48240,43887,Girish Sahota,53,6,7,3,2
48241,43888,Xalak Mann,28,7,1,2,3
48242,43889,Radhika Soni,39,9,1,5,1
48243,43890,Gabriel Master,57,6,2,2,3
48244,43891,Yatan Pillai,55,7,3,2,1
48245,43892,Chaaya Ghose,41,1,6,1,1
48246,43893,Anvi Kade,34,7,2,2,1
48247,43894,Turvi Bobal,35,4,2,2,2
48248,43895,Dayamai Banik,46,1,7,3,2
48249,43896,Umang Bedi,30,5,5,1,2
48250,43897,Advik Nair,43,6,1,4,3
48251,43898,Wyatt Randhawa,49,7,6,1,1
48252,43899,Ira Mitter,61,2,6,3,3
48253,43900,Abhimanyu Sarin,39,5,6,4,2
48254,43901,Hritik Rao,35,5,6,5,3
48255,43902,Jason Chandra,51,1,5,2,1
48256,43903,Yachana Mutti,64,6,6,4,2
48257,43904,Jagdish Borde,40,9,5,5,3
48258,43905,Ijaya Borde,29,8,6,2,2
48259,43906,Reyansh Borra,31,2,7,2,1
48260,43907,Warda Mander,30,6,2,3,1
48261,43908,Jacob Srinivasan,63,3,1,2,1
48262,43909,Jack Murty,26,9,7,4,1
48263,43910,Wakeeta Toor,68,6,2,1,3
48264,43911,Falguni Mallick,66,8,1,4,1
48265,43912,Yuvraj Randhawa,63,4,5,2,3
48266,43912,Udarsh Dixit,74,2,5,5,3
48267,43913,Aayush Munshi,65,5,1,3,3
48268,43914,Bhavani Krishna,69,1,4,5,1
48269,43915,Qarin Chanda,45,3,2,5,2
48270,43916,Garima Borde,22,2,4,5,3
48271,43917,Gayathri Rao,59,2,6,5,3
48272,43918,Meera Naidu,67,9,2,5,1
48273,43919,Andrew Sani,69,1,1,5,3
48274,43919,Ridhi Ramakrishnan,34,2,2,2,2
48275,43920,Yoshita Konda,42,7,7,3,3
48276,43921,Devansh Pillay,70,1,5,4,2
48277,43922,Kamala Misra,40,8,1,4,1
48278,43923,Christopher Rout,33,2,5,4,3
48279,43924,Vivaan Mohan,43,9,7,2,1
48280,43925,Garima Kalla,64,3,5,5,3
48281,43926,Manya Dora,56,7,3,1,1
48282,43927,Sai Tripathi,55,7,7,2,1
48283,43928,Harish Nagarajan,44,4,6,3,3
48284,43929,Priya Kibe,41,6,3,4,3
48285,43930,Rishi Sekhon,60,8,2,1,3
48286,43931,Gagan Agate,38,9,2,2,1
48287,43932,Sanya Prabhakar,74,9,3,4,3
48288,43933,Rohan Virk,62,3,1,2,3
48289,43934,Hema Roy,29,1,4,3,2
48290,43935,Krishna Prakash,19,9,5,3,2
48291,43936,Praneel Minhas,62,4,5,3,1
48292,43937,Victor Keer,47,7,1,3,3
48293,43938,Xiti Sem,35,2,2,2,3
48294,43938,Hemal Pandya,57,8,6,4,1
48295,43939,Aryan Garde,68,5,4,3,1
48296,43940,Varenya Ratta,28,8,6,4,2
48297,43941,Saanvi Natt,56,4,7,3,3
48298,43942,Matthew Wason,47,8,3,5,3
48299,43943,Aadi Joshi,54,2,3,2,1
48300,43944,Victor Goda,22,1,1,5,1
48301,43945,Zayan Naik,22,3,2,5,2
48302,43946,Rachit Date,64,4,4,5,3
48303,43947,Yashodhara Mangat,41,4,2,3,3
48304,43948,Laksh Ravi,67,5,3,2,2
48305,43949,Faras Prakash,33,6,7,1,3
