EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
4369,9,211,4,5,KGID104369,Nicholas,1989-03-12,2,4,0,2000-12-22
4370,3,125,2,5,KGID104370,Anay,1972-01-29,2,2,0,2019-07-03
4371,7,27,5,4,KGID104371,Vansha,1981-02-20,1,5,0,2000-09-20
4372,1,21,5,2,KGID104372,Keya,1987-11-06,2,5,0,2011-05-20
4373,16,69,1,3,KGID104373,Ekiya,1982-02-16,2,3,0,2001-02-07
4374,16,281,5,6,KGID104374,Bakhshi,1991-04-23,1,2,0,2001-01-06
4375,10,241,8,3,KGID104375,Balveer,2000-03-05,2,8,0,1991-11-25
4376,1,151,1,2,KGID104376,Kevin,1985-11-14,2,2,0,2021-07-07
4377,9,243,8,2,KGID104377,Logan,1973-02-06,1,5,0,2007-10-10
4378,15,94,2,5,KGID104378,Wahab,1970-11-22,1,5,0,2002-04-02
4379,5,319,5,2,KGID104379,Ishanvi,1980-01-03,2,8,0,2004-01-12
4380,14,318,6,5,KGID104380,Ekaraj,1985-09-18,2,8,0,2008-07-14
4381,11,151,1,5,KGID104381,Omaja,1991-03-30,2,8,0,2003-06-19
4382,3,121,1,1,KGID104382,Mohammed,1987-10-10,1,4,0,1993-01-16
4383,1,169,7,4,KGID104383,Sarthak,1984-02-02,1,8,0,1993-12-02
4384,3,298,1,4,KGID104384,Advika,1975-11-28,1,1,0,1991-12-03
4385,9,271,1,3,KGID104385,Arjun,1969-06-08,2,4,0,2018-08-29
4386,12,209,1,1,KGID104386,Umang,1985-03-16,2,7,0,1991-06-08
4387,13,70,4,6,KGID104387,Viraj,2002-08-23,1,1,0,2022-06-14
4388,15,15,4,3,KGID104388,Laksh,1986-01-06,2,1,0,2000-12-24
4389,8,53,2,2,KGID104389,Meghana,1968-03-16,1,8,0,2016-01-11
4390,10,124,1,2,KGID104390,Waida,1968-05-12,2,3,0,2014-04-20
4391,16,35,3,6,KGID104391,Oeshi,1987-11-05,1,5,0,1991-05-14
4392,12,215,1,1,KGID104392,Balendra,1975-03-22,1,3,0,2009-10-24
4393,7,279,4,4,KGID104393,Abhimanyu,1980-06-02,1,8,0,1992-09-28
4394,2,203,2,3,KGID104394,Jhalak,1986-05-02,2,6,0,2018-03-09
4395,11,263,2,2,KGID104395,Mekhala,1975-05-14,2,7,0,2008-03-25
4396,10,41,3,1,KGID104396,Baghyawati,1977-04-28,1,3,0,2002-09-23
4397,3,88,6,5,KGID104397,Lipika,1973-05-29,2,7,0,1996-11-08
4398,11,315,1,5,KGID104398,Aahana,1979-11-14,2,3,0,2001-02-13
4399,6,273,9,4,KGID104399,Abha,1982-01-08,1,6,0,2012-02-12
4400,8,41,4,6,KGID104400,Siya,1968-07-23,1,8,0,2010-07-07
4401,6,108,4,1,KGID104401,Yauvani,1995-12-26,1,7,0,1996-12-15
4402,14,151,1,4,KGID104402,Isaiah,1969-01-13,2,7,0,2017-05-10
4403,11,96,2,5,KGID104403,Samesh,1974-11-24,2,7,1,2009-05-21
4404,8,77,1,4,KGID104404,Chanchal,1998-04-25,2,4,0,2012-12-03
4405,15,41,7,1,KGID104405,Chavvi,1980-11-06,2,3,0,1991-11-07
4406,8,114,1,6,KGID104406,Victor,1988-06-19,2,6,0,2020-01-26
4407,11,218,1,6,KGID104407,Zayyan,1975-07-08,1,8,0,1990-10-23
4408,2,29,1,2,KGID104408,Advik,1975-07-02,2,6,0,1996-02-25
4409,16,112,1,2,KGID104409,Gauri,1975-02-16,2,4,0,2022-03-11
4410,5,88,3,4,KGID104410,Lipika,1994-02-18,1,5,0,2005-07-27
4411,9,22,4,2,KGID104411,Mahika,1989-10-05,2,6,0,1995-08-15
4412,14,267,3,6,KGID104412,Vyanjana,1985-04-05,1,8,0,2010-04-16
4413,15,333,1,1,KGID104413,Yuvraj,1970-05-14,1,7,0,1993-08-24
4414,3,185,4,4,KGID104414,Aadi,1999-01-16,2,7,0,2011-01-21
4415,15,120,3,3,KGID104415,Advay,2002-07-11,2,1,0,2021-08-16
4416,9,264,4,3,KGID104416,Chavvi,1983-12-17,2,8,0,2014-10-11
4417,7,96,4,5,KGID104417,Nathaniel,1971-02-03,1,3,0,2002-07-07
4418,11,181,3,6,KGID104418,Rayaan,2003-06-03,2,1,0,2015-03-23
4419,14,83,1,5,KGID104419,Kashish,1970-04-23,2,6,0,2004-03-12
4420,9,82,2,1,KGID104420,Anthony,1978-07-02,2,7,0,1991-03-11
4421,11,106,1,2,KGID104421,Jagdish,1978-09-02,1,4,0,1998-12-07
4422,8,295,3,6,KGID104422,Samarth,1971-12-12,1,4,0,2011-08-25
4423,16,47,5,4,KGID104423,Azaan,2000-01-25,1,4,0,2021-09-09
4424,14,282,3,3,KGID104424,Owen,1968-01-09,1,1,0,1992-12-05
4425,1,60,2,2,KGID104425,Wahab,1984-05-03,1,8,0,2020-02-20
4426,7,167,2,1,KGID104426,Anjali,1977-06-26,1,8,0,2013-11-24
4427,15,37,10,4,KGID104427,Varsha,1969-11-01,2,7,0,2013-07-09
4428,12,237,4,5,KGID104428,Tanveer,1969-11-26,2,6,0,2013-01-19
4429,11,291,2,5,KGID104429,Ayushman,1968-11-13,2,6,0,2004-09-14
4430,11,166,5,2,KGID104430,Udyati,1982-10-02,2,3,0,2023-01-29
4431,3,227,1,5,KGID104431,Chaitanya,1991-10-16,2,5,0,2022-08-15
4432,8,320,2,2,KGID104432,Avni,1993-10-05,2,3,0,2014-06-10
4433,12,74,5,1,KGID104433,Samaksh,1997-03-02,2,3,0,1990-10-31
4434,3,202,4,1,KGID104434,Anita,2003-02-18,1,3,0,1996-05-24
4435,12,252,1,3,KGID104435,Sara,1997-06-23,2,3,0,2023-11-10
4436,7,21,4,6,KGID104436,Chaitanya,1999-10-25,1,8,0,2018-05-27
4437,9,238,1,5,KGID104437,Radhika,1988-03-05,1,5,0,2013-11-25
4438,7,186,4,2,KGID104438,Vincent,1993-12-20,1,2,0,2015-03-31
4439,10,147,1,6,KGID104439,Bhavini,1980-12-17,1,4,1,2010-05-02
4440,14,120,1,1,KGID104440,Tanmayi,1997-11-10,2,2,0,2008-07-07
4441,3,283,6,3,KGID104441,Kashvi,1991-11-11,1,6,0,2002-08-16
4442,11,299,3,6,KGID104442,Madhav,1979-05-12,1,5,0,2011-09-27
4443,16,312,6,1,KGID104443,Niharika,1973-12-06,1,4,0,2003-08-30
4444,11,155,2,1,KGID104444,Unni,2003-11-20,1,2,0,2016-02-02
4445,10,120,1,5,KGID104445,Manbir,1997-08-15,2,8,0,2015-07-23
4446,7,308,4,5,KGID104446,Warda,1992-06-30,2,3,0,2003-11-13
4447,14,280,2,2,KGID104447,Rachana,1970-09-10,2,4,0,1998-08-11
4448,5,60,4,2,KGID104448,Laksh,1979-10-22,1,3,0,2002-03-12
4449,7,258,1,2,KGID104449,Unnati,1984-03-04,1,2,0,2008-05-01
4450,10,287,1,5,KGID104450,Nitesh,2000-05-31,1,2,0,2001-09-05
4451,14,155,5,2,KGID104451,Maanav,1989-08-25,1,2,0,2008-05-14
4452,4,295,5,1,KGID104452,Nathaniel,1998-12-26,1,2,0,2009-07-04
4453,7,165,2,5,KGID104453,Samesh,1998-01-03,1,2,0,2003-06-23
4454,5,120,4,6,KGID104454,Oni,2000-01-30,2,8,0,2023-09-05
4455,10,36,6,1,KGID104455,Benjamin,1986-09-19,1,4,0,2009-07-26
4456,3,317,1,5,KGID104456,Aachal,2002-01-26,2,5,0,2012-08-06
4457,1,58,1,2,KGID104457,Nitesh,1994-11-12,1,1,0,2013-04-04
4458,8,140,7,3,KGID104458,Gaurika,1985-08-05,2,7,0,2001-01-24
4459,16,40,1,5,KGID104459,Kashvi,1987-10-15,2,7,0,2003-06-06
4460,16,233,2,6,KGID104460,Maya,1975-08-07,1,6,0,2001-12-09
4461,15,78,1,4,KGID104461,Nikita,1992-12-10,1,2,0,2023-08-04
4462,7,255,7,5,KGID104462,Upkaar,1991-03-11,1,2,0,2005-06-04
4463,2,162,4,6,KGID104463,Raghav,1993-12-29,2,1,0,2020-05-14
4464,13,106,1,4,KGID104464,Yamini,1997-02-03,2,1,0,2006-11-02
4465,9,207,6,4,KGID104465,Ekbal,1993-03-17,2,4,0,2000-06-03
4466,5,127,1,4,KGID104466,Nidra,1978-09-13,1,1,0,1997-02-11
4467,11,268,5,1,KGID104467,Gopal,2002-09-14,2,2,0,1996-06-29
4468,2,287,2,2,KGID104468,Amol,1968-08-23,1,4,0,1994-02-12
4469,1,208,2,5,KGID104469,Quincy,1998-02-12,2,5,0,2013-02-19
4470,7,320,5,2,KGID104470,Ekalinga,1976-11-14,1,8,0,2022-05-02
4471,1,296,2,2,KGID104471,Pahal,2002-06-15,2,3,0,2012-06-29
4472,11,141,2,1,KGID104472,Advaith,1993-04-25,1,2,0,2000-03-17
4473,14,13,7,3,KGID104473,Lipika,1981-05-13,1,4,0,2000-04-30
4474,7,281,4,2,KGID104474,Vanya,1990-12-30,2,4,0,2010-03-05
4475,8,273,1,3,KGID104475,Vyanjana,2003-08-24,1,7,0,2006-12-31
4476,12,266,2,4,KGID104476,Indali,1968-08-22,2,7,0,2013-10-27
4477,9,51,2,4,KGID104477,Leela,1995-05-09,1,3,0,2016-03-04
4478,8,55,2,3,KGID104478,Pahal,1992-12-21,1,8,0,2011-02-02
4479,2,63,1,5,KGID104479,Indali,2002-08-12,2,1,0,2013-04-14
4480,4,138,1,1,KGID104480,Avi,1981-07-21,2,8,0,2022-09-25
4481,4,160,4,6,KGID104481,Gabriel,1985-01-23,2,2,0,2008-06-27
4482,13,61,1,4,KGID104482,Fitan,1976-07-28,1,4,0,2018-03-29
4483,3,46,3,2,KGID104483,Girindra,1984-04-26,2,1,0,2015-06-20
4484,11,174,4,3,KGID104484,Wyatt,1989-10-29,2,6,0,2005-12-15
4485,6,204,3,2,KGID104485,Ekantika,1978-12-16,2,5,0,2016-06-03
4486,8,256,2,3,KGID104486,Siya,1975-07-04,1,4,0,2003-12-17
4487,9,324,4,3,KGID104487,Advaith,1992-10-17,2,6,0,2010-03-06
4488,14,15,1,1,KGID104488,Ayaan,2002-02-09,1,2,0,2005-02-09
4489,14,330,8,2,KGID104489,Yadavi,1974-03-14,2,3,0,1999-05-05
4490,13,301,2,3,KGID104490,Lipika,1997-02-21,1,2,0,2008-03-18
4491,15,107,2,5,KGID104491,Chanakya,1976-11-11,1,6,0,1994-01-01
4492,2,298,2,6,KGID104492,Zansi,1985-08-31,2,1,1,2020-09-04
4493,7,133,1,6,KGID104493,Chaaya,1999-01-28,1,7,0,1991-05-10
4494,12,17,3,1,KGID104494,Garima,1983-04-14,1,7,0,2013-05-08
4495,9,10,1,5,KGID104495,Faraj,1974-11-11,2,5,0,2006-07-14
4496,16,238,1,6,KGID104496,Abdul,1981-10-28,2,3,0,2015-04-25
4497,11,296,2,6,KGID104497,Patrick,1996-01-28,1,5,0,1991-06-29
4498,12,131,1,6,KGID104498,Qadim,1975-10-05,2,7,0,2019-06-06
4499,10,71,5,6,KGID104499,Wakeeta,1975-12-16,2,6,0,2005-02-12
4500,5,244,2,5,KGID104500,Jack,1971-04-02,1,1,0,1994-09-25
4501,3,332,9,2,KGID104501,Arjun,1983-09-14,2,5,0,2002-06-20
4502,10,164,3,2,KGID104502,Qushi,1968-04-02,2,2,0,2007-11-09
4503,7,283,1,2,KGID104503,Jyoti,1990-12-25,2,5,0,1993-08-13
4504,16,47,4,6,KGID104504,Urvi,1968-09-25,1,1,0,2004-10-31
4505,1,239,3,1,KGID104505,Pahal,1969-12-20,1,5,0,1992-12-19
4506,11,230,2,1,KGID104506,Ishita,1985-01-20,1,1,0,2007-03-30
4507,10,287,1,6,KGID104507,Yagnesh,2001-01-14,2,3,0,2019-10-08
4508,8,161,4,2,KGID104508,Jai,1968-05-20,1,4,0,1992-12-08
4509,16,184,5,6,KGID104509,Rachit,1992-02-01,2,2,0,2005-03-02
4510,2,71,2,3,KGID104510,Kashvi,1988-02-12,2,5,0,2006-04-01
4511,16,50,5,3,KGID104511,Qasim,1989-01-12,1,2,0,1993-12-09
4512,15,20,4,5,KGID104512,Balveer,1976-02-01,2,2,0,1995-01-05
4513,1,250,4,1,KGID104513,Kiaan,1995-02-13,1,7,0,2003-04-14
4514,10,206,1,4,KGID104514,Kamya,1969-09-17,1,2,1,2016-10-17
4515,8,31,4,4,KGID104515,Isaiah,1986-11-26,2,5,0,1999-01-15
4516,10,251,1,6,KGID104516,Aditya,1978-09-19,2,3,0,2017-08-03
4517,16,150,3,6,KGID104517,Ekaja,2001-07-24,2,8,0,2019-04-05
4518,16,287,3,1,KGID104518,Tanay,1974-06-22,1,6,0,2006-02-21
4519,11,49,1,6,KGID104519,Varenya,1975-06-01,1,3,0,1995-11-12
4520,13,248,3,5,KGID104520,Ekavir,1972-11-24,1,7,0,1994-04-26
4521,14,10,1,4,KGID104521,Yashvi,1972-11-15,2,4,0,2015-11-10
4522,7,293,3,3,KGID104522,Vanya,1986-06-28,2,2,0,2023-07-28
4523,13,272,1,1,KGID104523,Nitesh,1976-08-20,1,1,0,2015-08-13
4524,16,5,5,6,KGID104524,Janaki,2002-03-09,1,8,0,2018-02-24
4525,8,250,3,1,KGID104525,Niharika,1969-09-13,2,7,0,2004-09-06
4526,8,85,1,6,KGID104526,Ekani,1996-05-18,1,4,0,1990-12-10
4527,9,305,1,6,KGID104527,Kashvi,1981-12-14,2,8,0,2010-08-14
4528,15,210,6,2,KGID104528,Umang,1995-03-12,2,6,0,1994-05-01
4529,16,147,4,3,KGID104529,Yashodhara,2000-05-18,2,7,0,2011-12-19
4530,5,219,2,3,KGID104530,Nakul,1976-06-03,2,2,0,2007-09-21
4531,6,258,1,5,KGID104531,Widisha,1996-02-06,2,8,0,2004-09-17
4532,12,2,5,1,KGID104532,Azaan,1982-12-08,1,5,0,2009-02-05
4533,5,77,1,4,KGID104533,Madhav,1996-02-03,1,7,0,1991-05-12
4534,8,30,1,6,KGID104534,Arunima,1982-01-17,2,5,0,2005-10-17
4535,12,227,1,1,KGID104535,Harita,1978-09-21,1,8,0,2008-03-14
4536,9,21,4,2,KGID104536,Eta,2001-07-05,2,2,0,2019-01-31
4537,11,76,3,3,KGID104537,Upma,1986-06-02,2,7,0,2003-02-16
4538,12,63,1,6,KGID104538,Laksh,1984-11-09,1,8,0,1993-02-03
4539,1,32,4,3,KGID104539,Vrishti,2003-07-31,1,7,0,2008-02-11
4540,14,308,6,2,KGID104540,Dev,1976-10-20,1,8,0,1999-02-13
4541,7,133,1,5,KGID104541,Anika,1999-11-11,2,7,0,2010-03-18
4542,8,239,1,2,KGID104542,Vedant,1979-01-28,2,3,0,2020-10-18
4543,7,53,1,2,KGID104543,Wriddhish,1988-06-08,2,1,0,2001-11-06
4544,10,73,4,3,KGID104544,Damini,1974-08-04,1,4,0,2001-05-23
4545,1,137,1,2,KGID104545,Nisha,1977-10-19,1,2,0,2010-04-28
4546,7,274,1,4,KGID104546,Raghav,1995-12-03,1,3,0,2020-04-11
4547,16,281,3,1,KGID104547,Liam,1997-03-06,2,8,0,2013-05-27
4548,4,304,3,6,KGID104548,Ranveer,1992-12-01,2,2,0,2002-04-16
4549,14,293,4,5,KGID104549,Ekani,1975-01-22,1,7,0,2005-09-24
4550,12,158,2,6,KGID104550,Zinal,1973-11-28,1,2,0,2014-08-20
4551,8,238,3,2,KGID104551,Bishakha,1991-02-14,2,5,0,1996-12-29
4552,7,75,3,4,KGID104552,Geetika,1974-04-08,1,7,0,2012-01-06
4553,12,316,1,6,KGID104553,Watika,1981-05-15,1,4,0,2003-04-26
4554,2,114,3,5,KGID104554,Anika,2001-12-30,2,4,0,2005-08-10
4555,3,191,1,2,KGID104555,Harita,1972-11-27,1,6,0,2010-08-09
4556,14,177,4,1,KGID104556,Zayyan,1972-02-05,1,3,0,2002-10-21
4557,13,224,2,6,KGID104557,Maya,1967-08-13,2,1,0,1996-06-04
4558,15,115,9,4,KGID104558,Aachal,2001-10-28,2,8,0,2005-06-18
4559,10,291,3,5,KGID104559,Aradhana,1986-05-28,2,4,0,2004-04-18
4560,12,316,1,6,KGID104560,Amaira,1969-05-19,1,4,0,2004-07-17
4561,6,159,1,4,KGID104561,Vrishti,1989-07-09,2,3,0,2006-03-13
4562,11,181,3,4,KGID104562,Lila,1979-01-30,1,8,0,1994-10-02
4563,14,117,3,3,KGID104563,Jason,1980-11-11,2,5,0,2017-03-30
4564,12,165,4,3,KGID104564,Chatura,1969-01-04,2,6,0,1992-05-22
4565,12,102,1,1,KGID104565,Hritik,1987-10-15,2,4,0,1999-02-16
4566,5,47,1,2,KGID104566,Gopal,2001-09-30,2,4,0,2013-05-07
4567,13,114,4,2,KGID104567,Samarth,1968-12-20,2,7,0,2012-06-13
4568,15,105,4,2,KGID104568,Darpan,1967-11-10,1,4,0,2001-06-24
4569,15,138,3,5,KGID104569,Aradhana,1978-01-03,1,7,0,1998-03-08
4570,1,50,3,1,KGID104570,Thomas,1990-05-16,1,5,0,2009-05-26
4571,14,203,4,6,KGID104571,Amara,2001-10-28,1,8,0,2002-01-08
4572,5,212,2,4,KGID104572,Warjas,1973-02-08,1,8,0,2008-10-28
4573,12,323,6,1,KGID104573,Edhitha,1995-09-14,2,7,0,1995-11-04
4574,1,307,1,1,KGID104574,Leela,1975-01-04,2,5,0,2010-12-15
4575,12,327,7,1,KGID104575,Naveen,1970-11-13,1,5,0,2015-03-05
4576,16,127,4,4,KGID104576,Anamika,1997-06-13,2,5,0,1994-03-27
4577,16,110,4,2,KGID104577,Yatin,1998-10-10,2,1,0,1997-07-07
4578,11,67,3,5,KGID104578,Tripti,1990-01-18,1,6,0,2020-04-28
4579,12,45,3,4,KGID104579,Thomas,1977-11-01,2,8,0,1990-02-09
4580,8,228,1,3,KGID104580,Darika,1983-08-06,2,1,0,2019-04-09
4581,13,261,2,2,KGID104581,Libni,1984-01-01,1,7,0,1997-11-23
4582,11,30,1,1,KGID104582,Finn,1982-08-11,2,5,0,2005-02-06
4583,6,136,6,3,KGID104583,Mason,1994-11-04,1,6,0,2003-01-27
4584,13,305,2,1,KGID104584,Lajita,1968-05-06,1,2,0,2016-01-05
4585,13,17,5,5,KGID104585,Samesh,2000-02-14,2,2,0,2006-09-17
4586,2,108,2,3,KGID104586,Hema,1979-05-30,2,5,0,2006-12-19
4587,1,154,3,1,KGID104587,Lipika,1998-07-05,1,8,0,2010-08-16
4588,15,142,2,6,KGID104588,Kashish,1972-11-03,1,2,0,1992-08-18
4589,6,91,1,3,KGID104589,Krishna,1973-09-21,1,4,0,2003-09-26
4590,13,161,8,5,KGID104590,Tejas,1979-02-13,2,2,0,2003-10-10
4591,2,22,4,3,KGID104591,Yuvraj,1993-12-12,1,6,0,2020-07-18
4592,8,111,1,2,KGID104592,Ladli,1989-09-16,2,7,0,2005-12-20
4593,8,264,2,6,KGID104593,Arjun,1992-11-22,1,1,0,2009-02-25
4594,11,247,1,5,KGID104594,Dhruv,1984-03-24,1,2,1,2017-03-15
4595,1,36,1,3,KGID104595,Lopa,1988-08-23,2,8,0,2002-03-23
4596,3,192,3,4,KGID104596,Anmol,1985-08-29,1,5,0,2014-08-15
4597,4,98,6,6,KGID104597,Panini,1970-10-21,2,1,0,1998-09-01
4598,11,62,3,6,KGID104598,Veer,1977-06-14,1,7,0,2020-12-29
4599,3,257,2,6,KGID104599,Abha,1985-03-14,2,2,0,1995-09-24
4600,1,329,2,2,KGID104600,Zansi,1989-08-29,1,3,0,2017-07-18
4601,12,9,2,6,KGID104601,Balhaar,2003-09-22,1,7,0,2002-05-25
4602,8,107,5,1,KGID104602,Veer,1970-10-27,1,5,0,2021-02-20
4603,6,70,1,3,KGID104603,George,1990-04-07,1,1,0,2008-10-17
4604,7,245,5,1,KGID104604,Zashil,1970-06-05,2,8,0,2021-09-08
4605,12,198,1,4,KGID104605,Sneha,1973-01-03,2,1,0,1994-10-25
4606,4,35,4,2,KGID104606,Rajata,1977-10-19,2,3,0,2021-02-21
4607,8,31,9,5,KGID104607,Veer,1982-08-23,2,2,0,1995-09-01
4608,16,48,1,1,KGID104608,Ekalinga,1976-01-26,2,1,0,1993-02-19
4609,3,278,1,1,KGID104609,Charles,1988-09-05,1,4,0,2016-08-16
4610,8,101,1,3,KGID104610,Patrick,1978-02-27,2,8,0,2005-12-27
4611,5,31,2,2,KGID104611,Pallavi,2000-08-09,1,2,0,1998-01-12
4612,11,308,2,6,KGID104612,Rohan,1989-10-16,1,1,0,1992-08-14
4613,13,325,1,4,KGID104613,Harrison,1977-06-13,1,5,0,2016-08-17
4614,12,84,1,2,KGID104614,Jeet,1996-04-26,1,4,0,2008-10-25
4615,1,266,1,3,KGID104615,Jyoti,1994-04-03,1,1,0,1995-03-12
4616,14,22,5,6,KGID104616,Rachit,1976-07-31,1,8,0,1990-04-19
4617,9,20,5,5,KGID104617,Onveer,1995-11-07,1,5,0,2007-06-14
4618,11,135,1,3,KGID104618,Ansh,1986-01-10,1,7,0,2020-06-04
4619,11,257,1,2,KGID104619,Meera,1972-06-26,2,5,0,1991-08-24
4620,14,305,3,6,KGID104620,Nachiket,1998-10-25,2,1,0,1998-03-24
4621,5,312,8,1,KGID104621,Jhalak,1988-09-22,2,3,0,1999-07-01
4622,1,149,3,4,KGID104622,Yatan,1984-04-29,2,7,0,2014-02-23
4623,7,322,3,4,KGID104623,Yuvraj,1973-06-28,2,7,0,2010-08-09
4624,12,100,1,4,KGID104624,Brijesh,1969-12-22,2,8,0,2002-10-31
4625,13,64,2,3,KGID104625,Aadi,1978-02-13,2,6,0,2007-12-25
4626,1,69,7,6,KGID104626,Vrishti,1992-07-24,2,3,0,2003-06-07
4627,15,199,1,4,KGID104627,Netra,2000-05-19,2,3,0,2005-11-12
4628,13,223,1,2,KGID104628,Zinal,1980-08-03,2,3,0,2010-08-03
4629,13,281,3,6,KGID104629,Nidhi,1995-04-22,2,8,0,2007-10-19
4630,4,203,2,2,KGID104630,Nikita,1973-09-01,2,8,0,2019-03-03
4631,10,23,1,3,KGID104631,Jonathan,1997-04-10,2,3,0,1997-01-13
4632,5,166,1,2,KGID104632,Jhalak,1998-08-24,1,6,0,1993-12-05
4633,13,18,1,3,KGID104633,Nitara,1981-08-25,2,7,0,2000-03-08
4634,15,93,1,1,KGID104634,Arjun,1979-02-18,2,3,0,1996-10-03
4635,12,117,2,1,KGID104635,Amol,1975-06-21,1,2,0,2016-05-08
4636,12,212,1,5,KGID104636,Manan,1984-02-21,1,5,0,2010-01-27
4637,8,77,1,6,KGID104637,Logan,1991-07-06,1,1,0,2000-04-07
4638,5,297,1,3,KGID104638,Yash,1972-10-04,1,2,0,2020-08-13
4639,9,329,4,3,KGID104639,Reva,1976-11-07,1,8,0,2003-07-29
4640,9,101,4,6,KGID104640,Udyati,1981-03-29,2,8,0,1996-12-16
4641,5,156,1,2,KGID104641,Kalpit,1982-11-17,1,2,0,1991-09-30
4642,5,117,1,4,KGID104642,Madhav,2000-09-07,1,2,0,2021-05-16
4643,2,291,2,3,KGID104643,Chakrika,1981-05-02,1,7,0,2001-12-02
4644,15,266,4,4,KGID104644,Libni,2000-04-25,1,6,0,2019-08-26
4645,16,232,8,3,KGID104645,Faras,1989-08-18,1,7,0,2002-01-23
4646,10,258,3,5,KGID104646,Yauvani,1987-11-26,1,4,0,1991-05-19
4647,16,321,1,3,KGID104647,Varenya,1969-12-31,2,3,0,2001-04-08
4648,11,104,2,1,KGID104648,Dayita,2001-08-10,2,3,0,1995-08-23
4649,11,24,8,3,KGID104649,Harrison,1972-11-22,2,6,0,2014-03-06
4650,6,262,7,2,KGID104650,Anamika,1969-09-16,1,5,0,2007-04-29
4651,16,223,2,4,KGID104651,Kamya,1968-05-21,1,3,0,2003-09-19
4652,16,154,2,6,KGID104652,Triveni,1980-04-30,2,2,0,2001-02-07
4653,5,29,3,3,KGID104653,Jhalak,1969-05-18,1,2,0,2007-07-31
4654,7,200,3,5,KGID104654,Jatin,2000-03-08,1,2,0,2015-10-15
4655,5,203,1,6,KGID104655,Rachita,1995-10-01,1,8,0,1991-03-25
4656,3,132,4,3,KGID104656,Yashawini,1969-12-25,1,1,0,2022-12-01
4657,4,8,5,1,KGID104657,Krishna,1979-09-17,2,5,0,2014-04-14
4658,13,157,2,4,KGID104658,Amara,1972-10-26,2,5,0,2015-11-29
4659,7,36,3,5,KGID104659,Ronith,1970-12-10,2,2,0,2003-01-20
4660,12,117,1,2,KGID104660,Meera,1975-08-23,2,8,0,1991-07-01
4661,14,316,2,1,KGID104661,Advik,2002-10-11,1,1,0,1996-08-12
4662,10,116,1,5,KGID104662,Rishi,1982-12-11,2,6,0,2018-01-30
4663,12,283,4,6,KGID104663,Max,1983-04-16,1,2,0,2009-04-26
4664,16,263,2,6,KGID104664,Shivansh,1967-07-07,1,2,0,1992-04-02
4665,5,256,3,2,KGID104665,Baljiwan,1977-04-26,2,7,1,2006-05-30
4666,8,264,1,3,KGID104666,Dominic,1975-08-08,1,4,0,2021-02-11
4667,6,86,1,5,KGID104667,Noah,2001-09-17,2,5,0,2006-10-12
4668,15,8,1,2,KGID104668,Fariq,1992-04-06,1,5,0,2017-08-06
4669,7,203,3,3,KGID104669,Hema,1990-04-26,2,8,0,2023-04-20
4670,16,131,1,1,KGID104670,Upasna,2002-11-08,1,7,0,1998-10-10
4671,12,206,1,6,KGID104671,Ganga,1990-11-11,2,7,0,2001-02-06
4672,5,83,5,5,KGID104672,Nachiket,1992-03-14,1,2,0,2018-05-27
4673,6,331,3,1,KGID104673,Zinal,1992-10-01,1,7,0,2017-05-30
4674,6,247,3,3,KGID104674,Yatan,1975-11-12,2,3,0,1990-10-03
4675,7,307,1,1,KGID104675,Vasudha,1977-07-25,2,6,0,2021-12-16
4676,14,292,1,1,KGID104676,Charita,1985-12-14,2,7,0,2014-08-17
4677,13,17,5,5,KGID104677,Nidhi,1969-05-23,2,4,0,2010-02-12
4678,7,130,4,3,KGID104678,Aarini,1971-06-08,1,6,0,1995-01-12
4679,9,297,5,5,KGID104679,Udant,1998-09-28,1,2,0,1997-06-11
4680,10,222,2,2,KGID104680,Yuvraj,1984-09-03,2,3,0,1995-03-19
4681,13,121,2,6,KGID104681,Guneet,1993-04-19,1,8,0,2007-03-14
4682,1,158,3,6,KGID104682,Nitara,1994-12-20,1,7,0,2004-04-03
4683,4,43,4,6,KGID104683,Garima,1978-07-24,2,6,0,1998-03-31
4684,12,294,6,2,KGID104684,Vasana,2002-08-03,1,4,0,2012-07-15
4685,7,54,1,4,KGID104685,Dipta,2001-10-05,1,7,0,1991-12-08
4686,16,91,2,4,KGID104686,Nidra,1997-08-26,2,8,0,1995-03-28
4687,12,291,1,5,KGID104687,Urvashi,2003-09-11,2,2,0,2001-05-07
4688,10,46,2,5,KGID104688,Kamala,1971-11-13,1,6,0,1998-01-05
4689,1,281,4,3,KGID104689,Vyanjana,2001-10-28,1,7,0,2003-06-23
4690,5,99,1,5,KGID104690,Tanish,1982-06-28,1,8,0,2018-11-18
4691,4,187,5,1,KGID104691,Bhavini,1976-06-29,1,2,0,2017-05-09
4692,4,172,2,1,KGID104692,Gayathri,1973-05-20,2,5,0,2001-02-14
4693,7,212,8,4,KGID104693,Krisha,1999-01-23,1,2,0,1993-06-03
4694,1,45,1,6,KGID104694,Fitan,1996-12-14,2,2,0,1990-04-16
4695,13,129,5,6,KGID104695,Priya,1985-09-21,1,5,0,1993-02-20
4696,3,176,8,4,KGID104696,Max,2004-03-11,1,1,0,1990-01-26
4697,13,237,4,4,KGID104697,Peter,1968-09-13,2,3,1,1999-11-28
4698,13,61,1,2,KGID104698,Jeevika,1992-08-10,1,8,0,2021-03-19
